invoice_id,customer_id,issue_date,due_date,amount,currency,status,outstanding_amount
INV15f2693f,CUST7216181b,2024-09-29,2024-10-29,40798.51,USD,Unpaid,0.0
INV24522afa,CUSTee2907ae,2024-02-20,2024-03-21,17522.88,AUD,Paid,0.0
INVf318a5c2,CUSTee2907ae,2024-07-04,2024-08-03,26069.44,JPY,Paid,0.0
INV5614ab18,CUSTee2907ae,2024-06-16,2024-07-16,42331.23,JPY,Unpaid,745.47
INV9e9c2d7a,CUST479a1833,2024-03-25,2024-04-24,41742.21,JPY,Overdue,1274.63
INV8c8dd91c,CUST479a1833,2024-06-20,2024-07-20,36137.57,GBP,Paid,0.0
INV9b549916,CUST479a1833,2024-03-05,2024-04-04,3499.54,AUD,Paid,0.0
INVf7307e1e,CUST479a1833,2024-01-30,2024-02-29,28048.49,EUR,Paid,0.0
INV60fe1036,CUSTc6502134,2024-02-09,2024-03-10,41506.84,USD,Unpaid,0.0
INV720eccdb,CUST178d8aeb,2024-04-15,2024-05-15,10134.57,USD,Paid,0.0
INVf14ae6f4,CUST178d8aeb,2023-12-26,2024-01-25,6732.04,USD,Paid,0.0
INVfb37b4ad,CUST178d8aeb,2024-01-08,2024-02-07,23083.7,USD,Unpaid,0.0
INV09aa60ad,CUST178d8aeb,2024-03-19,2024-04-18,1734.12,USD,Paid,0.0
INV3d1cf54d,CUST178d8aeb,2024-05-08,2024-06-07,5896.38,USD,Paid,0.0
INVec44273b,CUST14eac4a3,2024-11-04,2024-12-04,6917.69,USD,Paid,0.0
INV5494849c,CUST14eac4a3,2024-05-12,2024-06-11,18930.32,USD,Paid,0.0
INV7da9262e,CUST14eac4a3,2024-06-14,2024-07-14,3276.38,USD,Unpaid,0.0
INV0aabc129,CUSTd848a805,2024-03-07,2024-04-06,27189.77,EUR,Overdue,790.1
INVd3654a7b,CUSTd848a805,2024-06-22,2024-07-22,11111.21,EUR,Paid,0.0
INVd1fcbf48,CUST3979bcff,2024-01-28,2024-02-27,6730.46,JPY,Paid,0.0
INVf5007c29,CUST3979bcff,2024-01-12,2024-02-11,10998.75,JPY,Unpaid,197.87
INVa05cb409,CUST3979bcff,2024-04-22,2024-05-22,38931.81,AUD,Paid,0.0
INVf1fe12c3,CUST3979bcff,2024-05-02,2024-06-01,12582.41,GBP,Paid,0.0
INV23203e99,CUST3979bcff,2024-01-15,2024-02-14,38591.21,EUR,Paid,0.0
INV61eb0764,CUST36017fde,2024-10-13,2024-11-12,16060.2,USD,Overdue,0.0
INVabda053c,CUST104f6b2d,2024-11-21,2024-12-21,4114.6,USD,Unpaid,0.0
INV152e4283,CUST2c90c6c8,2024-02-10,2024-03-11,12586.22,AUD,Paid,0.0
INV8fedadef,CUST2c90c6c8,2024-10-11,2024-11-10,3728.29,GBP,Unpaid,53.13
INV6b739d7c,CUST2c90c6c8,2023-12-19,2024-01-18,25035.57,EUR,Paid,0.0
INV43d26e63,CUST2c90c6c8,2024-05-06,2024-06-05,26311.19,GBP,Paid,0.0
INVe263bd6d,CUST2c90c6c8,2024-11-29,2024-12-29,46447.98,JPY,Paid,0.0
INV7808979a,CUSTabd5cd71,2024-07-04,2024-08-03,25072.91,JPY,Paid,0.0
INVc922ee09,CUSTabd5cd71,2023-12-12,2024-01-11,5612.39,EUR,Paid,0.0
INV46c416ad,CUSTabd5cd71,2024-07-06,2024-08-05,19178.17,GBP,Paid,0.0
INVced0e82d,CUSTabd5cd71,2024-03-14,2024-04-13,19292.42,AUD,Unpaid,510.39
INV7623467a,CUSTfe544956,2024-11-25,2024-12-25,36511.97,USD,Paid,0.0
INV4c4564ba,CUSTf71bcaae,2024-08-12,2024-09-11,35929.74,USD,Paid,0.0
INV86f3e06b,CUSTf71bcaae,2024-09-14,2024-10-14,29194.87,USD,Paid,0.0
INVcf73d009,CUSTf71bcaae,2024-07-09,2024-08-08,48558.72,USD,Paid,0.0
INV825ac9d0,CUSTfdc330ea,2024-09-09,2024-10-09,15138.25,USD,Paid,0.0
INVd630a641,CUSTfdc330ea,2024-11-28,2024-12-28,16694.91,USD,Unpaid,0.0
INV021a7c3f,CUSTfdc330ea,2024-03-31,2024-04-30,20557.28,USD,Unpaid,0.0
INV7c5c9efa,CUSTdff261b6,2024-02-29,2024-03-30,9662.71,USD,Paid,0.0
INV708e153b,CUSTf2720d2d,2024-09-17,2024-10-17,34685.31,JPY,Unpaid,788.74
INVf1a52712,CUSTf2720d2d,2023-12-06,2024-01-05,28594.43,EUR,Overdue,759.63
INV82c94e2b,CUSTf2720d2d,2023-12-21,2024-01-20,48261.64,AUD,Paid,0.0
INV96a33338,CUSTf2720d2d,2024-11-28,2024-12-28,40470.23,JPY,Overdue,1482.34
INV5f216cb0,CUST053df6d9,2023-12-12,2024-01-11,34914.37,USD,Paid,0.0
INV08bfb23e,CUST053df6d9,2023-12-08,2024-01-07,15085.94,USD,Paid,0.0
INV751584b0,CUST053df6d9,2024-02-28,2024-03-29,15574.76,USD,Paid,0.0
INVec32fc5b,CUST053df6d9,2024-10-03,2024-11-02,39948.55,USD,Paid,0.0
INV53e7950c,CUST602c32b0,2024-10-16,2024-11-15,30526.18,USD,Paid,0.0
INVad2eef83,CUST602c32b0,2024-04-05,2024-05-05,44342.48,USD,Paid,0.0
INVbe6ba1a8,CUST2b878537,2024-01-12,2024-02-11,31051.26,USD,Paid,0.0
INV4e58afc1,CUST2b878537,2024-07-31,2024-08-30,36652.28,USD,Unpaid,0.0
INVef8f0b48,CUST2b878537,2024-09-10,2024-10-10,15344.86,USD,Unpaid,0.0
INV58f8177d,CUST2b878537,2024-10-11,2024-11-10,20524.33,USD,Paid,0.0
INV40e83bd6,CUST2b878537,2024-08-08,2024-09-07,22306.23,USD,Paid,0.0
INV96997c79,CUSTd13d1a66,2024-08-27,2024-09-26,32942.08,GBP,Paid,0.0
INV36a8782e,CUSTd13d1a66,2024-01-04,2024-02-03,27657.5,GBP,Overdue,1272.39
INV45f54583,CUSTd13d1a66,2024-03-19,2024-04-18,16663.48,JPY,Overdue,458.78
INV0c075fb7,CUSTd13d1a66,2024-03-08,2024-04-07,14753.84,AUD,Paid,0.0
INV07a18c1f,CUST9ac4f0f7,2024-05-29,2024-06-28,28675.31,USD,Paid,0.0
INV6d190021,CUST9ac4f0f7,2023-12-22,2024-01-21,19654.11,USD,Paid,0.0
INV0810c99d,CUST9ac4f0f7,2024-09-20,2024-10-20,17362.73,USD,Paid,0.0
INV4b5e2cad,CUST9ac4f0f7,2024-01-10,2024-02-09,14102.49,USD,Paid,0.0
INV6fb1e3ef,CUST8ea8e956,2024-05-12,2024-06-11,48605.45,GBP,Paid,0.0
INV05c7e1d1,CUSTb855b844,2024-02-28,2024-03-29,27632.5,USD,Paid,0.0
INV9bab79ce,CUSTb855b844,2024-03-11,2024-04-10,30624.13,USD,Unpaid,0.0
INV1f8a1a2a,CUSTb855b844,2024-03-14,2024-04-13,34689.18,USD,Paid,0.0
INV1d3ec53b,CUSTb855b844,2024-11-14,2024-12-14,2339.42,USD,Paid,0.0
INVabfbdbbf,CUSTb855b844,2024-09-24,2024-10-24,23287.38,USD,Paid,0.0
INV15adf4bb,CUST0306895b,2024-07-16,2024-08-15,36611.49,USD,Paid,0.0
INV32aead56,CUST0306895b,2024-07-20,2024-08-19,7322.71,USD,Paid,0.0
INVb3ab3815,CUST0306895b,2024-09-08,2024-10-08,24418.91,USD,Paid,0.0
INVfd9e8891,CUST0306895b,2024-08-20,2024-09-19,22307.2,USD,Unpaid,0.0
INVb96c0181,CUSTdcfc51e0,2024-09-13,2024-10-13,36751.05,USD,Overdue,0.0
INV517374a7,CUST88bc9356,2024-01-11,2024-02-10,20158.15,EUR,Paid,0.0
INV31c3bc2c,CUST88bc9356,2024-11-10,2024-12-10,23426.24,AUD,Paid,0.0
INV1bcdeac4,CUSTbbdbbee0,2024-01-21,2024-02-20,29993.55,USD,Paid,0.0
INV5fd2c1be,CUSTbbdbbee0,2024-06-28,2024-07-28,9567.91,USD,Unpaid,0.0
INV18b8f09f,CUSTbbdbbee0,2024-01-14,2024-02-13,10809.02,USD,Unpaid,0.0
INVa541b76d,CUST20901d4b,2024-04-21,2024-05-21,41545.85,USD,Unpaid,0.0
INVfbe25b3d,CUST20901d4b,2024-04-18,2024-05-18,49782.66,USD,Unpaid,0.0
INV3863eca7,CUST20901d4b,2024-11-21,2024-12-21,47958.23,USD,Paid,0.0
INVc2533c9c,CUST20901d4b,2024-10-01,2024-10-31,18184.14,USD,Paid,0.0
INVd33a016e,CUST3c21bccd,2024-03-12,2024-04-11,44422.57,USD,Paid,0.0
INV0126a4f1,CUSTee79c6b3,2024-11-20,2024-12-20,47266.18,USD,Paid,0.0
INV31788ece,CUSTee79c6b3,2024-04-19,2024-05-19,20881.77,USD,Overdue,0.0
INV4dc0bb79,CUSTfa997180,2023-12-20,2024-01-19,20520.34,USD,Overdue,0.0
INV85a87fda,CUSTfa997180,2023-12-24,2024-01-23,28873.6,USD,Paid,0.0
INVfeefafed,CUSTfa997180,2024-05-06,2024-06-05,48502.75,USD,Paid,0.0
INVf5c26f4d,CUSTfa997180,2024-03-22,2024-04-21,26038.47,USD,Paid,0.0
INV7e9882a3,CUSTe7b226b3,2024-11-29,2024-12-29,49690.19,USD,Paid,0.0
INV3184660f,CUSTe7b226b3,2024-10-05,2024-11-04,35087.91,USD,Paid,0.0
INVc3065c13,CUSTe7b226b3,2024-04-18,2024-05-18,14477.26,USD,Paid,0.0
INVf7c74234,CUSTe7b226b3,2024-03-17,2024-04-16,15225.61,USD,Paid,0.0
INVef22a951,CUSTf5b5009c,2024-10-31,2024-11-30,47316.46,USD,Paid,0.0
INV6376b98a,CUSTf5b5009c,2024-11-12,2024-12-12,3315.9,USD,Paid,0.0
INVf1ed6d8c,CUSTf5b5009c,2023-12-02,2024-01-01,4338.23,USD,Paid,0.0
INV8b29e089,CUST76504b64,2024-01-22,2024-02-21,49283.0,USD,Paid,0.0
INV3074f3fd,CUST76504b64,2024-06-07,2024-07-07,3218.59,USD,Paid,0.0
INVdae42007,CUST76504b64,2024-04-08,2024-05-08,35695.96,USD,Overdue,0.0
INV49aedc87,CUST76504b64,2024-02-23,2024-03-24,38439.53,USD,Unpaid,0.0
INV0521f273,CUST82ae55ee,2024-02-17,2024-03-18,1506.24,USD,Paid,0.0
INVde718b4a,CUST82ae55ee,2023-12-29,2024-01-28,45081.23,USD,Paid,0.0
INV8bb8a376,CUST14cea97e,2024-05-12,2024-06-11,31687.81,USD,Paid,0.0
INV7813b053,CUST64fff1db,2024-04-12,2024-05-12,30359.09,USD,Paid,0.0
INVff45d8ef,CUST64fff1db,2024-06-24,2024-07-24,16490.29,USD,Paid,0.0
INV3158c43a,CUST64fff1db,2024-08-12,2024-09-11,1995.31,USD,Paid,0.0
INVf266c4a6,CUST64fff1db,2023-12-28,2024-01-27,11528.5,USD,Paid,0.0
INV48e288b8,CUST64fff1db,2024-01-31,2024-03-01,47705.65,USD,Paid,0.0
INV078b46d2,CUST47b7fec9,2024-02-06,2024-03-07,31933.35,USD,Paid,0.0
INV45b14c0c,CUST47b7fec9,2024-08-03,2024-09-02,34792.66,USD,Paid,0.0
INVf2103981,CUST47b7fec9,2024-07-27,2024-08-26,4470.15,USD,Paid,0.0
INVd5b163cb,CUST47b7fec9,2024-02-28,2024-03-29,15742.55,USD,Paid,0.0
INV3d947066,CUST19c28c20,2024-10-21,2024-11-20,15321.26,USD,Paid,0.0
INVf80aee47,CUST19c28c20,2024-07-01,2024-07-31,26474.49,USD,Paid,0.0
INV34f3d804,CUST19c28c20,2024-01-03,2024-02-02,1925.44,USD,Paid,0.0
INVeec1f6ef,CUST19c28c20,2024-03-20,2024-04-19,7877.43,USD,Unpaid,0.0
INVe2fa08e0,CUST19c28c20,2024-08-30,2024-09-29,23334.17,USD,Unpaid,0.0
INVfc00e122,CUST5544e6d4,2024-06-11,2024-07-11,37082.02,USD,Overdue,0.0
INV032c82bd,CUST5544e6d4,2024-09-20,2024-10-20,18030.42,USD,Unpaid,0.0
INVf5cc47c1,CUST5544e6d4,2024-09-25,2024-10-25,10088.04,USD,Paid,0.0
INV9902a3f8,CUST5544e6d4,2024-04-25,2024-05-25,47124.14,USD,Paid,0.0
INV804cbf5c,CUSTf0976a64,2023-12-22,2024-01-21,25637.77,USD,Paid,0.0
INVb1181c95,CUSTf0976a64,2024-07-30,2024-08-29,9035.0,USD,Paid,0.0
INV6f3466b1,CUSTf0976a64,2024-04-16,2024-05-16,25177.41,USD,Paid,0.0
INV5f0506ce,CUSTf0976a64,2024-02-21,2024-03-22,6987.26,USD,Paid,0.0
INV9d95698e,CUSTf0976a64,2024-05-27,2024-06-26,7653.33,USD,Paid,0.0
INVc4afacc2,CUSTac69cc2a,2024-07-17,2024-08-16,3362.23,USD,Paid,0.0
INVe4fc004b,CUST6371c7fc,2024-07-06,2024-08-05,34440.69,USD,Paid,0.0
INVc76aea7e,CUST6371c7fc,2024-02-16,2024-03-17,13982.97,USD,Unpaid,0.0
INVc1a9770b,CUST6371c7fc,2024-05-29,2024-06-28,11827.54,USD,Paid,0.0
INVf6a92c81,CUST6371c7fc,2024-06-13,2024-07-13,39185.98,USD,Paid,0.0
INVa7f32d69,CUST93c90f3e,2024-01-08,2024-02-07,44823.65,USD,Paid,0.0
INV5a11a264,CUST93c90f3e,2024-11-18,2024-12-18,40927.5,USD,Paid,0.0
INV2e67cda3,CUST93c90f3e,2024-05-19,2024-06-18,12099.36,USD,Paid,0.0
INV205414f3,CUST2b41cbfa,2024-11-11,2024-12-11,6282.9,USD,Paid,0.0
INVcb47b89c,CUSTea51dcff,2024-02-14,2024-03-15,43256.6,JPY,Unpaid,1196.03
INV821ca558,CUSTea51dcff,2024-04-14,2024-05-14,25536.72,JPY,Paid,0.0
INV0d827f89,CUSTa167c4b5,2024-11-01,2024-12-01,26552.63,USD,Paid,0.0
INVb9420914,CUSTa167c4b5,2024-07-23,2024-08-22,19208.79,USD,Paid,0.0
INV7320aa0c,CUSTa167c4b5,2024-03-30,2024-04-29,22606.65,USD,Paid,0.0
INV4c9dcc25,CUST0a799057,2024-04-10,2024-05-10,24745.31,USD,Paid,0.0
INV6a2cdb66,CUST0a799057,2024-09-04,2024-10-04,35046.61,USD,Paid,0.0
INV7e7f393a,CUST0a799057,2024-08-26,2024-09-25,4408.96,USD,Paid,0.0
INV96ecb2aa,CUST9d95bbcd,2024-10-17,2024-11-16,46323.42,USD,Unpaid,0.0
INV0a5dc18d,CUST3c64ac55,2024-07-20,2024-08-19,26705.67,USD,Paid,0.0
INV97fcfad6,CUST3c64ac55,2024-07-27,2024-08-26,30280.67,USD,Paid,0.0
INV1112e7c5,CUST3c64ac55,2024-11-13,2024-12-13,37985.41,USD,Paid,0.0
INV4227a728,CUST3c64ac55,2024-11-02,2024-12-02,24905.41,USD,Unpaid,0.0
INV35864b4d,CUSTa5aa6cbe,2024-10-03,2024-11-02,44047.64,AUD,Unpaid,2129.92
INV59bee63d,CUST34bd1056,2023-12-09,2024-01-08,10258.1,USD,Paid,0.0
INV01afc101,CUST34bd1056,2024-10-10,2024-11-09,35161.27,USD,Unpaid,0.0
INV8fc35a67,CUST4d1fe908,2024-11-12,2024-12-12,29976.21,USD,Overdue,0.0
INV310f4dd5,CUST4d1fe908,2024-05-12,2024-06-11,4554.3,USD,Paid,0.0
INVa5344c91,CUST4d1fe908,2024-09-17,2024-10-17,29739.74,USD,Paid,0.0
INV434ebba0,CUST4d1fe908,2024-11-08,2024-12-08,20712.32,USD,Paid,0.0
INVb1bf92ed,CUST4d1fe908,2024-08-07,2024-09-06,4678.74,USD,Paid,0.0
INV45ac5708,CUST934b5d4c,2024-09-08,2024-10-08,18439.99,USD,Paid,0.0
INV1ab82700,CUST2cb7425e,2024-01-10,2024-02-09,27167.07,USD,Paid,0.0
INV90e8d72c,CUST2cb7425e,2024-03-31,2024-04-30,20601.2,USD,Paid,0.0
INV4db17b09,CUST2cb7425e,2024-04-29,2024-05-29,37206.9,USD,Paid,0.0
INVcdbd22ee,CUSTe880c5fb,2024-05-11,2024-06-10,2977.41,USD,Unpaid,0.0
INV4c6b031d,CUSTe880c5fb,2024-04-23,2024-05-23,20886.71,USD,Unpaid,0.0
INVcd31412e,CUSTe880c5fb,2024-03-01,2024-03-31,28194.83,USD,Paid,0.0
INVb9998d01,CUSTe880c5fb,2024-01-20,2024-02-19,21902.32,USD,Unpaid,0.0
INVc2ec6c67,CUSTfd389ded,2024-10-25,2024-11-24,37936.29,USD,Unpaid,0.0
INV59c5bff0,CUSTfd389ded,2024-11-09,2024-12-09,2858.36,USD,Unpaid,0.0
INVc97a91c2,CUSTfd389ded,2024-04-22,2024-05-22,4712.78,USD,Unpaid,0.0
INV32f25f07,CUSTfd389ded,2024-11-27,2024-12-27,30107.64,USD,Paid,0.0
INVd954ac49,CUSTfd389ded,2024-04-23,2024-05-23,5668.88,USD,Overdue,0.0
INV6cc0aae0,CUST321a600f,2024-04-28,2024-05-28,36262.56,USD,Paid,0.0
INVf3f726ef,CUST321a600f,2024-08-30,2024-09-29,37495.47,USD,Paid,0.0
INV118be59c,CUST321a600f,2024-07-04,2024-08-03,30470.09,USD,Paid,0.0
INV56c079d9,CUST321a600f,2024-11-07,2024-12-07,16846.85,USD,Paid,0.0
INV45b57618,CUST3fe9f37f,2024-03-18,2024-04-17,9172.32,GBP,Unpaid,373.53
INVbf48fad5,CUST62cb82ba,2024-08-31,2024-09-30,20482.52,USD,Paid,0.0
INVc8a155c7,CUST62cb82ba,2024-10-13,2024-11-12,23381.8,USD,Unpaid,0.0
INV871a5ebb,CUST62cb82ba,2024-08-25,2024-09-24,31993.45,USD,Overdue,0.0
INV12244d3c,CUST21f6ccb1,2024-08-15,2024-09-14,1738.99,USD,Overdue,0.0
INVea88dd8c,CUST0b1d18d5,2024-02-11,2024-03-12,46548.17,USD,Paid,0.0
INV0c6577d7,CUST0b1d18d5,2024-10-02,2024-11-01,30219.41,USD,Overdue,0.0
INV101d2497,CUST0b1d18d5,2024-02-18,2024-03-19,40322.69,USD,Paid,0.0
INV301fcf90,CUSTa20dc54c,2023-12-26,2024-01-25,19446.93,USD,Paid,0.0
INVc077ed29,CUSTd89d9c81,2024-10-05,2024-11-04,28388.25,USD,Paid,0.0
INVfcea3ae1,CUSTd89d9c81,2024-04-24,2024-05-24,17366.17,USD,Paid,0.0
INVf47ca39b,CUSTd89d9c81,2024-10-20,2024-11-19,28103.26,USD,Paid,0.0
INV43387a4f,CUSTd89d9c81,2024-02-18,2024-03-19,34354.11,USD,Unpaid,0.0
INV77340d30,CUSTdc1fd9b2,2024-02-09,2024-03-10,26557.4,USD,Unpaid,0.0
INVc5e140c0,CUSTdc1fd9b2,2024-02-13,2024-03-14,49318.55,USD,Paid,0.0
INV8eceba14,CUSTdc1fd9b2,2023-12-18,2024-01-17,14352.29,USD,Paid,0.0
INVe40f03bd,CUSTdc1fd9b2,2024-04-08,2024-05-08,46139.78,USD,Paid,0.0
INVcb5cb29a,CUST1ebbf927,2024-10-08,2024-11-07,2161.65,USD,Paid,0.0
INV94724bad,CUST1ebbf927,2024-10-26,2024-11-25,29490.91,USD,Unpaid,0.0
INV927c7eed,CUST1ebbf927,2024-04-24,2024-05-24,13104.56,USD,Unpaid,0.0
INV12b564c3,CUST58dbce03,2024-08-08,2024-09-07,1226.13,USD,Paid,0.0
INV23fb45a1,CUST460d4241,2023-12-24,2024-01-23,46758.85,USD,Paid,0.0
INVaec02df2,CUST460d4241,2024-11-15,2024-12-15,47111.96,USD,Paid,0.0
INVa16cd5ee,CUST460d4241,2024-10-24,2024-11-23,44274.89,USD,Paid,0.0
INV3898fde5,CUST460d4241,2024-01-09,2024-02-08,20200.65,USD,Overdue,0.0
INV6fd90e69,CUST460d4241,2024-09-30,2024-10-30,24573.99,USD,Unpaid,0.0
INVa9c46032,CUSTf485f405,2024-07-21,2024-08-20,36940.54,USD,Paid,0.0
INVc011eaa7,CUSTf6f45443,2024-06-30,2024-07-30,30866.43,JPY,Unpaid,592.2
INVd4e2818e,CUSTf6f45443,2024-07-27,2024-08-26,19981.01,AUD,Paid,0.0
INVc01aea09,CUST0c64ac3b,2023-12-18,2024-01-17,20530.34,USD,Paid,0.0
INV802b04f3,CUST0c64ac3b,2024-04-19,2024-05-19,37080.42,USD,Paid,0.0
INVd51bc119,CUST0c64ac3b,2024-01-28,2024-02-27,23239.49,USD,Paid,0.0
INV061d267a,CUST0c64ac3b,2024-02-01,2024-03-02,30697.52,USD,Unpaid,0.0
INV30da6033,CUST6baf3601,2024-04-16,2024-05-16,14276.04,USD,Unpaid,0.0
INV03af9c3b,CUST6baf3601,2024-05-27,2024-06-26,3478.24,USD,Paid,0.0
INV2faa4b03,CUST6baf3601,2024-05-09,2024-06-08,47408.49,USD,Paid,0.0
INVf2729ed5,CUST6baf3601,2024-04-09,2024-05-09,7377.23,USD,Unpaid,0.0
INV7435fbf9,CUST6baf3601,2024-03-25,2024-04-24,14936.92,USD,Paid,0.0
INVef042663,CUSTf1018cec,2024-11-26,2024-12-26,5742.27,USD,Paid,0.0
INV3a3c36d0,CUSTf1018cec,2024-09-23,2024-10-23,16517.4,USD,Paid,0.0
INVf22edf89,CUSTf1018cec,2024-03-21,2024-04-20,31568.51,USD,Paid,0.0
INV59ddcd32,CUST2031756f,2024-04-03,2024-05-03,31449.02,JPY,Overdue,1424.5
INV19147369,CUST2031756f,2024-05-14,2024-06-13,15974.7,AUD,Unpaid,789.16
INV061bf5d6,CUST2031756f,2024-09-11,2024-10-11,31909.49,JPY,Paid,0.0
INV205f9c1b,CUST2031756f,2024-02-04,2024-03-05,46534.22,JPY,Paid,0.0
INV30a8c7af,CUSTafed594a,2024-05-23,2024-06-22,13568.3,USD,Overdue,0.0
INV83ca52c0,CUSTafed594a,2024-08-19,2024-09-18,14077.72,USD,Paid,0.0
INV3df379f5,CUST0e5d2401,2024-01-22,2024-02-21,10047.1,USD,Unpaid,0.0
INV4fcef006,CUST0e5d2401,2024-08-13,2024-09-12,7888.88,USD,Unpaid,0.0
INVdd969491,CUST0e5d2401,2024-05-28,2024-06-27,32321.91,USD,Unpaid,0.0
INV0ee34d9c,CUST19d0d8f7,2024-01-23,2024-02-22,30569.38,AUD,Unpaid,838.58
INVba7b94c2,CUST19d0d8f7,2024-05-06,2024-06-05,15992.45,EUR,Paid,0.0
INVdf5ecdc0,CUST784c4b4c,2024-06-26,2024-07-26,28739.48,USD,Paid,0.0
INVa82fd746,CUST784c4b4c,2024-07-31,2024-08-30,13115.94,USD,Paid,0.0
INVabea7549,CUST784c4b4c,2024-04-14,2024-05-14,28795.95,USD,Paid,0.0
INV633a2598,CUST9977d015,2024-04-01,2024-05-01,23196.15,USD,Overdue,0.0
INV7ae117e6,CUST9977d015,2024-01-16,2024-02-15,27566.64,USD,Paid,0.0
INVc863e6c8,CUST9977d015,2023-12-11,2024-01-10,37126.54,USD,Paid,0.0
INV2999fbbe,CUST9977d015,2024-11-25,2024-12-25,9382.09,USD,Unpaid,0.0
INVee6f1ce9,CUSTb62bda90,2024-11-08,2024-12-08,32514.93,USD,Overdue,0.0
INV9ac633fe,CUSTb62bda90,2024-08-29,2024-09-28,25715.27,USD,Unpaid,0.0
INV7d29dee2,CUST8c2f12a4,2024-01-25,2024-02-24,37064.03,USD,Paid,0.0
INVc66f02a3,CUST8c2f12a4,2024-08-26,2024-09-25,2505.37,USD,Paid,0.0
INV03eff3e9,CUST912f20b6,2024-04-16,2024-05-16,34843.28,USD,Unpaid,0.0
INV13c698da,CUST36c6ddd4,2024-04-04,2024-05-04,47835.71,JPY,Overdue,546.72
INVd86085b6,CUST36c6ddd4,2024-08-14,2024-09-13,42550.02,AUD,Paid,0.0
INV354e33ab,CUST36c6ddd4,2024-02-17,2024-03-18,4947.98,AUD,Paid,0.0
INV91fe9d55,CUST89e6052f,2024-01-16,2024-02-15,11363.43,USD,Paid,0.0
INV200d3c4d,CUST89e6052f,2024-09-01,2024-10-01,24320.21,USD,Unpaid,0.0
INV4efd647e,CUST9c3a1f72,2024-11-20,2024-12-20,25965.88,USD,Paid,0.0
INV4b08b406,CUSTf5922c31,2024-03-21,2024-04-20,49090.63,JPY,Unpaid,1584.21
INVd5d37eaa,CUST077a0d05,2024-04-18,2024-05-18,46010.35,GBP,Paid,0.0
INV62e75082,CUST4e6fd0d4,2024-07-25,2024-08-24,44383.09,USD,Paid,0.0
INVa2f88fee,CUST2d64cf27,2023-12-18,2024-01-17,45417.67,AUD,Paid,0.0
INV7920a268,CUST2d64cf27,2024-01-05,2024-02-04,32547.76,AUD,Paid,0.0
INV4c8f408f,CUST2d64cf27,2024-08-27,2024-09-26,42549.22,EUR,Overdue,1592.57
INV1cfca28a,CUST88cb70b8,2024-05-18,2024-06-17,43618.88,GBP,Overdue,800.39
INV85e6989e,CUST88cb70b8,2024-11-02,2024-12-02,45663.62,AUD,Overdue,515.95
INVc341d29f,CUST88cb70b8,2024-08-02,2024-09-01,35497.13,JPY,Paid,0.0
INV2de2872d,CUST88cb70b8,2024-06-30,2024-07-30,43594.66,AUD,Unpaid,841.73
INVcde26c47,CUST88cb70b8,2024-11-03,2024-12-03,47327.75,EUR,Overdue,1355.18
INVd7652afe,CUST443be750,2024-08-04,2024-09-03,44409.85,USD,Paid,0.0
INV1d8a61b7,CUST64eefc71,2024-07-24,2024-08-23,42473.44,JPY,Paid,0.0
INV63f9a1ca,CUST64eefc71,2024-02-27,2024-03-28,41043.4,GBP,Paid,0.0
INV39545806,CUST64eefc71,2023-12-06,2024-01-05,31138.6,JPY,Paid,0.0
INVbcecf602,CUST64eefc71,2024-05-24,2024-06-23,26247.24,EUR,Paid,0.0
INVcbc704c7,CUST5d7ee20e,2024-06-01,2024-07-01,3337.88,AUD,Paid,0.0
INV813bc5b1,CUST5d7ee20e,2023-12-25,2024-01-24,38231.88,EUR,Paid,0.0
INV0a1d04d9,CUST5d7ee20e,2024-03-01,2024-03-31,25794.34,GBP,Unpaid,1234.0
INV3c775ff0,CUST5d7ee20e,2023-12-29,2024-01-28,11448.63,GBP,Paid,0.0
INVf6383838,CUST5d7ee20e,2024-02-17,2024-03-18,18665.59,AUD,Paid,0.0
INV6930d085,CUSTa43e2716,2024-02-18,2024-03-19,17721.46,USD,Paid,0.0
INV4cdf84d5,CUSTa43e2716,2024-11-19,2024-12-19,39569.25,USD,Unpaid,0.0
INV3c2bc954,CUSTa43e2716,2024-08-07,2024-09-06,44226.26,USD,Paid,0.0
INVae33b8a7,CUSTa43e2716,2024-10-03,2024-11-02,27318.96,USD,Paid,0.0
INV6577e5d2,CUSTa43e2716,2024-11-17,2024-12-17,11989.04,USD,Paid,0.0
INV944d9a3b,CUST25f9ca4f,2024-07-19,2024-08-18,26925.82,USD,Unpaid,0.0
